Holder,Shares,Date Reported,% Out,Value,ABV
Platinum Investment Management Ltd,1923085,2021-09-29,0.08689999999999999,21173165,CNTG
Millennium Management LLC,498188,2021-09-29,0.0225,5485049,CNTG
Wells Fargo & Company,108744,2021-09-29,0.0049,1197271,CNTG
Acadian Asset Management. LLC,60871,2021-09-29,0.0028000000000000004,670189,CNTG
"Renaissance Technologies, LLC",56200,2021-09-29,0.0025,618762,CNTG
"Ergoteles, LLC",38660,2021-09-29,0.0017000000000000001,425646,CNTG
Blackrock Inc.,22552,2021-09-29,0.001,248297,CNTG
HRT Financial LLC,17810,2021-09-29,0.0008,196088,CNTG
Morgan Stanley,14513,2021-09-29,0.0007000000000000001,159788,CNTG
Northern Trust Corporation,13611,2021-09-29,0.0006,149857,CNTG
