Holder,Shares,Date Reported,% Out,Value,ABV
Fairfax Financial Holdings Ltd,46724700,2021-09-29,0.0814,454631331,BB
Primecap Management Company,41220822,2021-09-29,0.0719,401078598,BB
Allianz Asset Management GmbH,25908090,2021-09-29,0.0452,252085715,BB
"Vanguard Group, Inc. (The)",16034412,2021-09-29,0.027999999999999997,156014828,BB
Norges Bank Investment Management,6833575,2020-12-30,0.011899999999999999,45306602,BB
"ETF Managers Group, LLC",5469185,2021-09-29,0.0095,53215170,BB
Royal Bank of Canada,3260338,2021-09-29,0.005699999999999999,31723088,BB
"Susquehanna International Group, LLP",3037224,2021-09-29,0.0053,29552189,BB
Citadel Advisors LLC,2729360,2021-09-29,0.0048,26556672,BB
Legal & General Group PLC,2665820,2021-09-29,0.0046,25938428,BB
