Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",15535210,2021-09-29,0.10640000000000001,953395837,LW
Blackrock Inc.,10089732,2021-09-29,0.0691,619206852,LW
Apg Asset Management N.v.,8755102,2021-09-29,0.0599,537300609,LW
"FMR, LLC",6536306,2021-09-29,0.0447,401133099,LW
State Street Corporation,5839620,2021-09-29,0.04,358377479,LW
"Wellington Management Group, LLP",3681410,2021-09-29,0.0252,225928131,LW
Macquarie Group Limited,3331448,2021-09-29,0.022799999999999997,204450963,LW
Wells Fargo & Company,3044905,2021-09-29,0.0208,186865819,LW
JP Morgan Chase & Company,2948031,2021-09-29,0.0202,180920662,LW
Marshall Wace North America L.p.,2650386,2021-09-29,0.0181,162654188,LW
