Holder,Shares,Date Reported,% Out,Value,ABV
"Aristeia Capital, LLC",1161854,2021-09-29,0.04650000000000001,11490736,SCLEU
Longfellow Investment Management Co. LLC,349234,2021-12-30,0.013999999999999999,3527263,SCLEU
Millennium Management LLC,285000,2021-12-30,0.011399999999999999,2878500,SCLEU
"Hartree Partners, LP",250000,2021-09-29,0.01,2472500,SCLEU
"TIG Advisors, LLC",146657,2021-12-30,0.0059,1481235,SCLEU
"Boothbay Fund Management, LLC",124520,2021-12-30,0.005,1257652,SCLEU
CSS LLC,117095,2021-12-30,0.004699999999999999,1182659,SCLEU
"Angelo, Gordon & Company, L.P.",100000,2021-12-30,0.004,1010000,SCLEU
HRT Financial LP,95132,2021-12-30,0.0038,960833,SCLEU
Morgan Stanley,63100,2021-12-30,0.0025,637310,SCLEU
