Holder,Shares,Date Reported,% Out,Value,ABV
"Aquilo Capital Management, LLC",4563688,2021-09-29,0.1412,84017496,SPRO
BVF Inc.,1809352,2021-09-29,0.055999999999999994,33310170,SPRO
Blackrock Inc.,1802528,2021-09-29,0.0558,33184540,SPRO
"Atlas Venture Associates IX, LLC",1376968,2021-12-30,0.0426,22045257,SPRO
"Vanguard Group, Inc. (The)",1292498,2021-09-29,0.04,23794888,SPRO
"Rock Springs Capital Management, LP",941543,2021-09-29,0.0291,17333806,SPRO
State Street Corporation,802691,2021-09-29,0.0248,14777541,SPRO
Granahan Investment Management Inc.,555614,2021-09-29,0.0172,10228853,SPRO
Artal Group S.A.,500000,2021-09-29,0.0155,9205000,SPRO
Novo Holdings A/S,468902,2021-09-29,0.014499999999999999,8632485,SPRO
