Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1776147,2021-09-29,0.0746,33054095,OOMA
Trigran Investments Inc,1749974,2021-09-29,0.0735,32567016,OOMA
"Woodson Capital Management, LP",1500000,2021-09-29,0.063,27915000,OOMA
"AWM Investment Company, Inc.",1106165,2021-09-29,0.04650000000000001,20585730,OOMA
"Renaissance Technologies, LLC",1073903,2021-09-29,0.0451,19985334,OOMA
"Vanguard Group, Inc. (The)",1020310,2021-09-29,0.0429,18987969,OOMA
Lord Abbett & Co,944975,2021-09-29,0.0397,17585984,OOMA
"HCSF Management, LLC",843819,2021-09-29,0.0355,15703471,OOMA
"Wellington Management Group, LLP",773274,2021-09-29,0.0325,14390629,OOMA
Tiger Management L.L.C.,740854,2021-09-29,0.0311,13787292,OOMA
