Holder,Shares,Date Reported,% Out,Value,ABV
SB Management Ltd,2700000,2021-09-29,0.0971,26811000,AURC
Weiss Asset Management LP,2055569,2021-09-29,0.0739,20411800,AURC
"Falcon Edge Capital, LP",1354782,2021-09-29,0.0487,13452985,AURC
Sculptor Capital Lp,1108178,2021-09-29,0.039900000000000005,11004207,AURC
Nomura Holdings Inc.,1000000,2021-09-29,0.036000000000000004,9930000,AURC
Marshall Wace LLP,764980,2021-09-29,0.0275,7596251,AURC
Millennium Management LLC,714934,2021-09-29,0.025699999999999997,7099294,AURC
Fir Tree Capital Management LLP,650000,2021-09-29,0.023399999999999997,6454500,AURC
Glazer Capital LLC,627384,2021-09-29,0.0226,6229923,AURC
Magnetar Financial LLC,612672,2021-09-29,0.022000000000000002,6083832,AURC
