Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",27958101,2021-09-29,0.0783,9264848693,ISRG
Blackrock Inc.,26777676,2021-09-29,0.075,8873675522,ISRG
Price (T.Rowe) Associates Inc,25923735,2021-09-29,0.0726,8590693708,ISRG
State Street Corporation,14383017,2021-09-29,0.0403,4766292112,ISRG
"FMR, LLC",13174248,2021-09-29,0.0369,4365726212,ISRG
Capital World Investors,10918737,2021-09-29,0.030600000000000002,3618287459,ISRG
Morgan Stanley,9811497,2021-09-29,0.0275,3251366577,ISRG
Bank Of New York Mellon Corporation,9236940,2021-09-29,0.0259,3060967963,ISRG
Edgewood Management Company,8528553,2021-09-29,0.0239,2826220318,ISRG
"Geode Capital Management, LLC",6239619,2021-09-29,0.0175,2067705740,ISRG
