Holder,Shares,Date Reported,% Out,Value,ABV
"Susquehanna International Group, LLP",127438,2021-09-29,0.0055000000000000005,628269,ELYS
"Powell Investment Advisors, LLC",73300,2021-12-30,0.0031,222099,ELYS
Wells Fargo & Company,73000,2021-09-29,0.0031,359890,ELYS
"HAP Trading, LLC",53126,2021-09-29,0.0023,261911,ELYS
"Ameriprise Financial, Inc.",51000,2021-09-29,0.0022,251430,ELYS
Citadel Advisors LLC,30222,2021-09-29,0.0013,148994,ELYS
Cutler Group LP,15372,2021-12-30,0.0007000000000000001,46577,ELYS
Wolverine Trading LLC,13962,2021-09-29,0.0006,68832,ELYS
Royal Bank of Canada,13500,2021-09-29,0.0006,66555,ELYS
"Geode Capital Management, LLC",11486,2021-12-30,0.0005,34802,ELYS
