Holder,Shares,Date Reported,% Out,Value,ABV
"Advisor Group, Inc.",867620,2021-09-29,0.0403,9014571,MRCC
"Cliffwater, LLC",528509,2021-09-29,0.0245,5491208,MRCC
"Blair (William) & Company, L.L.C.",495149,2021-09-29,0.023,5144598,MRCC
Envestnet Asset Management,200504,2021-09-29,0.009300000000000001,2083236,MRCC
"Advisors Asset Management, Inc.",149911,2021-09-29,0.006999999999999999,1557575,MRCC
Blackrock Inc.,138290,2021-09-29,0.0064,1436833,MRCC
"Commonwealth Equity Services, LLC",125548,2021-09-29,0.0058,1304443,MRCC
Mackenzie Financial Corporation,124972,2021-09-29,0.0058,1298459,MRCC
"McKinley Capital Management, LLC",108237,2021-09-29,0.005,1124582,MRCC
"Two Sigma Investments, LP",105929,2021-09-29,0.0049,1100602,MRCC
