Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",96525,2021-09-29,0.0166,470076,FGF
"HighTower Advisors, LLC",66900,2021-09-29,0.0115,325803,FGF
"Bridgeway Capital Management, Inc.",63000,2021-09-29,0.0109,306810,FGF
Blackrock Inc.,53273,2021-09-29,0.0092,259439,FGF
"Vanguard Group, Inc. (The)",50870,2021-09-29,0.0088,247736,FGF
"Hilton Capital Management, LLC.",44750,2021-09-29,0.0077,217932,FGF
"CWA Asset Management Group, LLC",33281,2021-09-29,0.005699999999999999,162078,FGF
"Geode Capital Management, LLC",16328,2021-09-29,0.0028000000000000004,79517,FGF
Dimensional Fund Advisors LP,15582,2021-09-29,0.0027,75884,FGF
State Street Corporation,11342,2021-09-29,0.002,55235,FGF
