Holder,Shares,Date Reported,% Out,Value,ABV
"Centerbridge Partners, L.P.",10925000,2021-12-30,0.14429999999999998,175892500,RADI
Davidson Kempner Capital Management LP,9128655,2021-12-30,0.1206,146971345,RADI
Blackrock Inc.,4597778,2021-12-30,0.060700000000000004,74024225,RADI
Westwood Holdings Group Inc.,3976294,2021-09-29,0.0525,64932881,RADI
Conversant Capital LLC,3581178,2021-12-30,0.0473,57656965,RADI
"Vanguard Group, Inc. (The)",3173590,2021-12-30,0.04190000000000001,51094799,RADI
"Eminence Capital, LP",3098748,2021-12-30,0.0409,49889842,RADI
Hazelview Securities Inc.,2488306,2021-12-30,0.0329,40061726,RADI
"Monarch Alternative Capital, LP",2335000,2021-12-30,0.0308,37593500,RADI
Frontier Capital Management Company LLC,2219747,2021-12-30,0.029300000000000003,35737926,RADI
