Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",45916556,2021-09-29,0.075,942666894,OPEN
SB Investment Advisers (UK) LTD,41420282,2021-09-29,0.0676,850358389,OPEN
Blackrock Inc.,19980240,2021-09-29,0.0326,410194327,OPEN
Sylebra Capital Ltd,19557811,2021-09-29,0.0319,401521859,OPEN
Price (T.Rowe) Associates Inc,19501626,2021-09-29,0.0318,400368381,OPEN
"VK Services, LLC",17793301,2021-09-29,0.028999999999999998,365296469,OPEN
"Nikko Asset Management Americas, Inc.",16742268,2021-09-29,0.0273,343718762,OPEN
"Sumitomo Mitsui Trust Holdings, Inc.",16742268,2021-09-29,0.0273,343718762,OPEN
"Ieq Capital, Llc",13655574,2021-09-29,0.0223,280348934,OPEN
"Altimeter Capital Management, LP",13400000,2021-09-29,0.0219,275102000,OPEN
