Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,15914123,2021-09-29,0.1103,353930095,DAN
"Icahn, Carl, C.",14286505,2021-09-29,0.09910000000000001,317731871,DAN
"Vanguard Group, Inc. (The)",13692327,2021-09-29,0.0949,304517352,DAN
Dimensional Fund Advisors LP,7012815,2021-09-29,0.048600000000000004,155965005,DAN
Invesco Ltd.,5585579,2021-09-29,0.0387,124223276,DAN
"AllianceBernstein, L.P.",4640194,2021-09-29,0.0322,103197914,DAN
State Street Corporation,4479979,2021-09-29,0.0311,99634732,DAN
Gamco Investors Inc,3233608,2021-09-29,0.022400000000000003,71915441,DAN
Pzena Investment Management Llc,3078643,2021-09-29,0.0213,68469020,DAN
Macquarie Group Limited,2904298,2021-09-29,0.020099999999999996,64591587,DAN
