Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5628963,2021-09-29,0.1591,141737288,DRQ
Kayne Anderson Rudnick Investment Management LLC,4213786,2021-09-29,0.1191,106103131,DRQ
"Vanguard Group, Inc. (The)",3616195,2021-09-29,0.10220000000000001,91055790,DRQ
"AllianceBernstein, L.P.",2279562,2021-09-29,0.0644,57399371,DRQ
Dimensional Fund Advisors LP,1710690,2021-09-29,0.0483,43075174,DRQ
Van Eck Associates Corporation,1611273,2021-09-29,0.0455,40571854,DRQ
State Street Corporation,1319317,2021-09-29,0.0373,33220402,DRQ
Brandes Investment Partners L.P.,1296434,2021-09-29,0.0366,32644208,DRQ
Macquarie Group Limited,1082590,2021-09-29,0.030600000000000002,27259616,DRQ
"William Blair Investment Management, LLC",1036434,2021-09-29,0.029300000000000003,26097408,DRQ
