Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7928099,2021-09-29,0.1072,173783930,GCP
Starboard Value LP,6540000,2021-09-29,0.0885,143356800,GCP
"Vanguard Group, Inc. (The)",5518464,2021-09-29,0.0746,120964730,GCP
Standard Investments LLC,5113804,2021-09-29,0.0692,112094583,GCP
Gamco Investors Inc,3892300,2021-09-29,0.0526,85319216,GCP
"AllianceBernstein, L.P.",3760724,2021-09-29,0.0509,82435070,GCP
JP Morgan Chase & Company,2959270,2021-09-29,0.04,64867198,GCP
"London Company of Virginia, (The)",2352847,2021-09-29,0.0318,51574406,GCP
State Street Corporation,1885721,2021-09-29,0.0255,41335004,GCP
Dimensional Fund Advisors LP,1625139,2021-09-29,0.022000000000000002,35623046,GCP
