Holder,Shares,Date Reported,% Out,Value,ABV
Polar Asset Management Partners Inc.,475000,2021-06-29,0.0901,4783250,DILAU
Linden Advisors LP,400000,2021-06-29,0.0759,4028000,DILAU
"Hartree Partners, LP",250000,2021-06-29,0.047400000000000005,2517500,DILAU
Sage Rock Capital Management LP,245000,2021-06-29,0.04650000000000001,2467150,DILAU
Shaolin Capital Management LLC,242885,2021-06-29,0.0461,2445851,DILAU
"Rivernorth Capital Management, Llc",200000,2021-06-29,0.0379,2014000,DILAU
Mangrove Partners,200000,2021-06-29,0.0379,2014000,DILAU
"Castle Creek Arbitrage, LLC",199699,2021-06-29,0.0379,2010968,DILAU
"K2 Principal Fund, L.P.",188600,2021-06-29,0.0358,1899202,DILAU
"Context Capital Management, LLC",175000,2021-06-29,0.0332,1762250,DILAU
