Holder,Shares,Date Reported,% Out,Value,ABV
"Baker Brothers Advisors, LLC",41910704,2021-09-29,0.2607,696136793,ACAD
"FMR, LLC",15876544,2021-09-29,0.09880000000000001,263709395,ACAD
"Vanguard Group, Inc. (The)",12129266,2021-09-29,0.0755,201467108,ACAD
Blackrock Inc.,10154951,2021-09-29,0.0632,168673736,ACAD
Price (T.Rowe) Associates Inc,9432544,2021-09-29,0.0587,156674555,ACAD
State Street Corporation,5728323,2021-09-29,0.0356,95147445,ACAD
"Shaw D.E. & Co., Inc.",5570532,2021-09-29,0.0347,92526536,ACAD
First Trust Advisors Lp,2602463,2021-09-29,0.016200000000000003,43226910,ACAD
Palo Alto Investors Lp,2337877,2021-09-29,0.014499999999999999,38832136,ACAD
JP Morgan Chase & Company,2315616,2021-09-29,0.0144,38462381,ACAD
