Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,12813422,2021-09-29,0.095,699228438,IAA
"Vanguard Group, Inc. (The)",12295721,2021-09-29,0.09119999999999999,670977494,IAA
"Cooke & Bieler, Inc",6294223,2021-09-29,0.0467,343475749,IAA
Atlanta Capital Management Company LLC,5664618,2021-09-29,0.042,309118204,IAA
Melvin Capital Management LP,4900000,2021-09-29,0.0363,267393000,IAA
State Street Corporation,4102361,2021-09-29,0.0304,223865839,IAA
Brown Advisory Inc.,4057437,2021-09-29,0.0301,221414337,IAA
Mawer Investment Management Limited,3679219,2021-09-29,0.0273,200774980,IAA
First Manhattan Company,3595619,2021-09-29,0.026699999999999998,196212928,IAA
"Wellington Management Group, LLP",3516792,2021-09-29,0.026099999999999998,191911339,IAA
