Holder,Shares,Date Reported,% Out,Value,ABV
"B. Riley Financial, Inc.",13826538,2021-09-29,0.3239,33183691,SNCR
Cannell Capital LLC,6214512,2021-09-29,0.1456,14914828,SNCR
Wells Fargo & Company,4171149,2021-09-29,0.0977,10010757,SNCR
"Vanguard Group, Inc. (The)",2749240,2021-09-29,0.0644,6598176,SNCR
"Punch & Associates Investment Management, Inc.",2165000,2021-09-29,0.0507,5196000,SNCR
Blackrock Inc.,1093381,2021-09-29,0.0256,2624114,SNCR
Prelude Capital Management LLC,1061790,2021-09-29,0.024900000000000002,2548296,SNCR
Acadian Asset Management. LLC,1021098,2021-09-29,0.0239,2450635,SNCR
"Susquehanna International Group, LLP",982879,2021-09-29,0.023,2358909,SNCR
"Nokomis Capital, L.L.C.",907355,2021-09-29,0.0213,2177652,SNCR
