Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1261261357,2021-12-30,0.07730000000000001,223962179162,AAPL
Blackrock Inc.,1019810291,2021-12-30,0.0625,181087713372,AAPL
"Berkshire Hathaway, Inc",887135554,2021-12-30,0.054400000000000004,157528660323,AAPL
State Street Corporation,633115246,2021-12-30,0.0388,112422274232,AAPL
"FMR, LLC",352204129,2021-12-30,0.0216,62540887186,AAPL
"Geode Capital Management, LLC",264351901,2021-12-30,0.016200000000000003,46940967060,AAPL
Price (T.Rowe) Associates Inc,223148792,2021-12-30,0.0137,39624530995,AAPL
Northern Trust Corporation,190876014,2021-12-30,0.011699999999999999,33893853805,AAPL
Norges Bank Investment Management,167580974,2020-12-30,0.0103,22236319440,AAPL
Bank Of New York Mellon Corporation,144695935,2021-12-30,0.0089,25693657177,AAPL
