Holder,Shares,Date Reported,% Out,Value,ABV
"Nut Tree Capital Management, LP",9000000,2021-09-29,0.0694,84510000,BRSP
"Vanguard Group, Inc. (The)",8269704,2021-09-29,0.0637,77652520,BRSP
Blackrock Inc.,7855001,2021-09-29,0.0605,73758459,BRSP
"Geode Capital Management, LLC",1567390,2021-09-29,0.0121,14717792,BRSP
State Street Corporation,1520603,2021-09-29,0.011699999999999999,14278462,BRSP
"Private Management Group, Inc.",1215081,2021-09-29,0.009399999999999999,11409610,BRSP
"TCW Group, Inc. (The)",1148628,2021-09-29,0.0089,10785616,BRSP
Norges Bank Investment Management,1103056,2020-12-30,0.0085,8272920,BRSP
Millennium Management LLC,1075440,2021-09-29,0.0083,10098381,BRSP
"Northwood Liquid Management, LP",1067705,2021-09-29,0.008199999999999999,10025749,BRSP
