Holder,Shares,Date Reported,% Out,Value,ABV
"Omnia Family Wealth, LLC",467085,2021-09-29,0.009000000000000001,761348,AKTX
"NEA Management Company, LLC",452167,2021-09-29,0.0087,737032,AKTX
Hikari Power Ltd,89815,2021-09-29,0.0017000000000000001,146398,AKTX
"Renaissance Technologies, LLC",65350,2021-09-29,0.0013,106520,AKTX
Citadel Advisors LLC,37770,2021-09-29,0.0007000000000000001,61565,AKTX
"Geode Capital Management, LLC",30264,2021-09-29,0.0006,49330,AKTX
"HighTower Advisors, LLC",20000,2021-09-29,0.0004,32600,AKTX
HRT Financial LLC,19569,2021-09-29,0.0004,31897,AKTX
Millennium Management LLC,15276,2021-09-29,0.0003,24899,AKTX
"PNC Financial Services Group, Inc.",12000,2021-09-29,0.0002,19560,AKTX
