Holder,Shares,Date Reported,% Out,Value,ABV
Archon Capital Management LLC,2320638,2021-12-30,0.08070000000000001,12949160,PBPB
"Nierenberg Investment Management Company, Inc.",2136254,2021-12-30,0.07429999999999999,11920297,PBPB
"Renaissance Technologies, LLC",1609254,2021-12-30,0.055999999999999994,8979637,PBPB
"Ancora Advisors, Llc",1422380,2021-12-30,0.0495,7936880,PBPB
"Soviero Asset Management, LP",1280000,2021-12-30,0.044500000000000005,7142400,PBPB
"Punch & Associates Investment Management, Inc.",1148551,2021-12-30,0.039900000000000005,6408914,PBPB
"Vanguard Group, Inc. (The)",957388,2021-12-30,0.0333,5342225,PBPB
Dimensional Fund Advisors LP,658822,2021-12-30,0.0229,3676226,PBPB
Blackrock Inc.,502373,2021-12-30,0.0175,2803241,PBPB
Heartland Advisors Inc.,440000,2021-12-30,0.015300000000000001,2455200,PBPB
