Holder,Shares,Date Reported,% Out,Value,ABV
"Hennion & Walsh Asset Management, Inc.",1557640,2021-12-30,0.062400000000000004,24392642,NEV
Bank of America Corporation,481838,2021-12-30,0.019299999999999998,7545583,NEV
"Guggenheim Capital, LLC",339764,2021-12-30,0.013600000000000001,5320704,NEV
"Melone Private Wealth, LLC",316522,2021-12-30,0.0127,4956734,NEV
Morgan Stanley,189058,2021-12-30,0.0076,2960648,NEV
"ProVise Management Group, LLC",180305,2021-12-30,0.0072,2823576,NEV
"Kestra Advisory Services, LLC",176027,2021-12-30,0.0070999999999999995,2756582,NEV
"United Capital Financial Advisers, LLC",148973,2021-12-30,0.006,2332917,NEV
Van Eck Associates Corporation,129602,2021-12-30,0.0052,2029567,NEV
Cambridge Investment Research Advisors Inc.,126989,2021-12-30,0.0051,1988647,NEV
