Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",9641584,2021-09-29,0.098,179815541,MNR
Blackrock Inc.,8871643,2021-09-29,0.0902,165456141,MNR
State Street Corporation,3825109,2021-09-29,0.038900000000000004,71338282,MNR
Bank of America Corporation,2805908,2021-09-29,0.0285,52330184,MNR
Millennium Management LLC,2311656,2021-09-29,0.0235,43112384,MNR
"FMR, LLC",2212064,2021-09-29,0.0225,41254993,MNR
Pentwater Capital Management Lp,2200000,2021-09-29,0.022400000000000003,41030000,MNR
"Water Island Capital, LLC",2107070,2021-09-29,0.021400000000000002,39296855,MNR
"Geode Capital Management, LLC",1881428,2021-09-29,0.0191,35088632,MNR
Dimensional Fund Advisors LP,1749361,2021-09-29,0.0178,32625582,MNR
