Holder,Shares,Date Reported,% Out,Value,ABV
Lazard Asset Management LLC,2291177,2021-09-29,0.0852,52903276,IFN
Wells Fargo & Company,1854799,2021-09-29,0.0689,42827308,IFN
Morgan Stanley,1201695,2021-09-29,0.0447,27747137,IFN
City of London Investment Management Co. Limited,1114628,2021-09-29,0.0414,25736760,IFN
"Cornerstone Advisors, LLC",346657,2021-09-29,0.0129,8004310,IFN
"Saba Capital Management, L.P.",331063,2021-09-29,0.0123,7644244,IFN
Bank of America Corporation,233234,2021-09-29,0.0087,5385373,IFN
Ohio-State Teachers Retirement System,210000,2021-09-29,0.0078000000000000005,4848900,IFN
MORGAN JESS S & CO INC,177544,2021-09-29,0.0066,4099490,IFN
Janney Montgomery Scott LLC,104553,2021-09-29,0.0039000000000000003,2414128,IFN
