Holder,Shares,Date Reported,% Out,Value,ABV
Capital International Investors,20173133,2021-12-30,0.0098,770008486,ABB
"Fisher Asset Management, LLC",18217985,2021-12-30,0.0089,695380487,ABB
Bank of America Corporation,8080844,2021-12-30,0.0039000000000000003,308445815,ABB
Lazard Asset Management LLC,4376570,2021-12-30,0.0021,167053676,ABB
Invesco Ltd.,3471791,2021-12-30,0.0017000000000000001,132518262,ABB
Northern Trust Corporation,3333993,2021-12-30,0.0016,127258512,ABB
"Arrowstreet Capital, Limited Partnership",3170104,2021-12-30,0.0015,121002869,ABB
Royal Bank of Canada,2760497,2021-12-30,0.0013,105368170,ABB
Wells Fargo & Company,2119423,2021-12-30,0.001,80898375,ABB
Parametric Portfolio Associates LLC,2112507,2021-12-30,0.001,80634392,ABB
