Holder,Shares,Date Reported,% Out,Value,ABV
Stone Point Capital Llc,5822727,2021-09-29,0.18,79305541,ECC
"Cadent Capital Advisors, LLC",598506,2021-09-29,0.018500000000000003,8151651,ECC
Enstar Group Limited,321086,2021-09-29,0.009899999999999999,4373191,ECC
Bard Associates Inc.,255671,2021-09-29,0.0079,3482239,ECC
Morgan Stanley,239293,2021-09-29,0.0074,3259170,ECC
"Herzfeld (Thomas J.) Advisors, Inc",208479,2021-09-29,0.0064,2839483,ECC
"Freestone Capital Holdings, LLC",131071,2021-09-29,0.0040999999999999995,1785187,ECC
Spire Wealth Management,101312,2021-09-29,0.0031,1379869,ECC
Pendal Group Ltd,97908,2021-09-29,0.003,1333506,ECC
"Verition Fund Management, LLC",85000,2021-09-29,0.0026,1157700,ECC
