Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",712847,2021-09-29,0.0464,1361537,PSTV
"Geode Capital Management, LLC",258437,2021-09-29,0.0168,493614,PSTV
Blackrock Inc.,128323,2021-09-29,0.0084,245096,PSTV
"Two Sigma Advisers, LP",61400,2021-09-29,0.004,117274,PSTV
State Street Corporation,34414,2021-09-29,0.0022,65730,PSTV
Northern Trust Corporation,32089,2021-09-29,0.0021,61289,PSTV
Dimensional Fund Advisors LP,25507,2021-09-29,0.0017000000000000001,48718,PSTV
Creative Planning,18539,2021-09-29,0.0012,35409,PSTV
"Two Sigma Investments, LP",16387,2021-09-29,0.0011,31299,PSTV
"Advisor Group, Inc.",9005,2021-09-29,0.0006,17199,PSTV
