Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",20303638,2021-09-29,0.1109,3335684687,KEYS
Blackrock Inc.,16432610,2021-09-29,0.0898,2699713496,KEYS
State Street Corporation,8005171,2021-09-29,0.0437,1315169543,KEYS
Price (T.Rowe) Associates Inc,7074659,2021-09-29,0.0387,1162295727,KEYS
Mackenzie Financial Corporation,4585371,2021-09-29,0.025099999999999997,753330601,KEYS
Swedbank,3633406,2020-12-30,0.0199,479936598,KEYS
"Geode Capital Management, LLC",3309690,2021-09-29,0.0181,543748970,KEYS
"Vontobel Asset Management, Inc.",3286074,2021-09-29,0.018000000000000002,539869097,KEYS
JP Morgan Chase & Company,3264324,2021-09-29,0.0178,536295789,KEYS
Ninety One UK Ltd,3041007,2021-09-29,0.0166,499607040,KEYS
