Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",1158464,2021-09-29,0.062400000000000004,21593768,PSTL
"Heitman Real Estate Securities, LLC.",965138,2021-09-29,0.052000000000000005,17990172,PSTL
"Vanguard Group, Inc. (The)",799259,2021-09-29,0.043,14898187,PSTL
Blackrock Inc.,685135,2021-09-29,0.0369,12770916,PSTL
"Waterfront Capital Partners, LLC",635050,2021-09-29,0.0342,11837332,PSTL
"Uniplan Investment Counsel, Inc.",524140,2021-09-29,0.0282,9769969,PSTL
"Neuberger Berman Group, LLC",316777,2021-09-29,0.0171,5904723,PSTL
"Ancora Advisors, Llc",298365,2021-09-29,0.0161,5561523,PSTL
Nuveen Asset Management,285954,2021-09-29,0.0154,5330182,PSTL
Royce & Associates LP,284000,2021-09-29,0.015300000000000001,5293760,PSTL
