Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,9228568,2021-09-29,0.08810000000000001,122278526,BPMP
"Mirae Asset Global Investments Co., Ltd.",4560238,2021-09-29,0.0435,60423153,BPMP
"ClearBridge Investments, LLC",3195367,2021-09-29,0.0305,42338612,BPMP
"Chickasaw Capital Management, LLC",1938134,2021-09-29,0.018500000000000003,25680275,BPMP
JP Morgan Chase & Company,1140922,2021-09-29,0.0109,15117216,BPMP
Bank of America Corporation,1136436,2021-09-29,0.0108,15057777,BPMP
"Goldman Sachs Group, Inc.",780915,2021-09-29,0.0075,10347123,BPMP
"Tortoise Capital Advisors, LLC",670934,2021-09-29,0.0064,8889875,BPMP
"Infrastructure Capital Advisors, LLC",649401,2021-09-29,0.0062,8604563,BPMP
Citigroup Inc.,396508,2021-09-29,0.0038,5253731,BPMP
