Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",7976678,2021-09-29,0.0684,205000624,RIOT
Blackrock Inc.,5411953,2021-09-29,0.0464,139087192,RIOT
"Susquehanna International Group, LLP",2752711,2021-09-29,0.0236,70744672,RIOT
State Street Corporation,2074079,2021-09-29,0.0178,53303830,RIOT
"Toroso Investments, LLC",1425652,2021-09-29,0.012199999999999999,36639256,RIOT
"Geode Capital Management, LLC",1392514,2021-09-29,0.011899999999999999,35787609,RIOT
Citadel Advisors LLC,874781,2021-09-29,0.0075,22481871,RIOT
Northern Trust Corporation,864593,2021-09-29,0.0074,22220040,RIOT
"Group One Trading, L.P.",779863,2021-09-29,0.0067,20042479,RIOT
Morgan Stanley,734159,2021-09-29,0.0063,18867886,RIOT
