Holder,Shares,Date Reported,% Out,Value,ABV
Wynnefield Capital Management LLC,3871260,2021-09-29,0.3045,47616498,DLHC
"Cove Street Capital, LLC",793463,2021-09-29,0.062400000000000004,9759594,DLHC
"Punch & Associates Investment Management, Inc.",738400,2021-09-29,0.0581,9082320,DLHC
"Renaissance Technologies, LLC",377968,2021-09-29,0.0297,4649006,DLHC
"Perritt Capital Management, Inc.",365141,2021-09-29,0.0287,4491234,DLHC
"Vanguard Group, Inc. (The)",302897,2021-09-29,0.023799999999999998,3725633,DLHC
Walthausen & Company LLC,218660,2021-09-29,0.0172,2689518,DLHC
"Ancora Advisors, Llc",155029,2021-09-29,0.012199999999999999,1906856,DLHC
Minerva Advisors LLC,152178,2021-09-29,0.012,1871789,DLHC
"Bridgeway Capital Management, Inc.",152100,2021-09-29,0.012,1870830,DLHC
