Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,162080423,2021-12-30,0.1816,16806119060,RIVN
"Amazon.com, Inc.",158363834,2021-12-30,0.17739999999999997,16420745947,RIVN
Coatue Management Llc,35226301,2021-12-30,0.0395,3652615150,RIVN
Blackrock Inc.,30818728,2021-12-30,0.0345,3195593906,RIVN
"FMR, LLC",26894109,2021-12-30,0.0301,2788650162,RIVN
Capital Research Global Investors,25755740,2021-12-30,0.028900000000000002,2670612680,RIVN
Soros Fund Management LLC,19835761,2021-12-30,0.0222,2056770058,RIVN
"D1 Capital Partners, LP",15590987,2021-12-30,0.0175,1616629442,RIVN
"Vanguard Group, Inc. (The)",9555957,2021-12-30,0.010700000000000001,990857181,RIVN
"Franklin Resources, Inc.",6451069,2021-12-30,0.0072,668911344,RIVN
