Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",2669741,2021-09-29,0.0333,5179297,PEI
"Lido Advisors, Llc",1004400,2021-06-29,0.0125,2500956,PEI
Invesco Ltd.,793415,2021-09-29,0.009899999999999999,1539225,PEI
"Geode Capital Management, LLC",497057,2021-09-29,0.0062,964290,PEI
Gsa Capital Partners Llp,421557,2021-09-29,0.0053,817820,PEI
Brown Advisory Inc.,305000,2021-09-29,0.0038,591700,PEI
"Veritable, LP",304503,2021-09-29,0.0038,590735,PEI
Blackrock Inc.,279199,2021-09-29,0.0034999999999999996,541646,PEI
Brookfield Asset Management Inc.,248400,2021-09-29,0.0031,481896,PEI
State Street Corporation,219547,2021-09-29,0.0027,425921,PEI
