Holder,Shares,Date Reported,% Out,Value,ABV
Janus Henderson Group PLC,3533381,2021-09-29,0.08929999999999999,23532317,CRDF
Caxton Corporation,2522083,2021-09-29,0.0638,16797072,CRDF
Blackrock Inc.,2387748,2021-09-29,0.0604,15902401,CRDF
"Vanguard Group, Inc. (The)",1812948,2021-09-29,0.0458,12074233,CRDF
Eventide Asset Management LLC,1670399,2021-09-29,0.042199999999999994,11124857,CRDF
Octagon Capital Advisors LP,982753,2021-09-29,0.0248,6545134,CRDF
Citadel Advisors LLC,876648,2021-09-29,0.0222,5838475,CRDF
Artal Group S.A.,750000,2021-09-29,0.019,4995000,CRDF
"Two Sigma Advisers, LP",700800,2021-09-29,0.0177,4667328,CRDF
State Street Corporation,631556,2021-09-29,0.016,4206162,CRDF
