Holder,Shares,Date Reported,% Out,Value,ABV
Capital International Investors,8324971,2021-09-29,0.0698,59357043,LOMA
"Redwood Capital Management, LLC",5873428,2021-09-29,0.0493,41877541,LOMA
Dynamo Administracao de Recursos Ltda.,1987790,2021-09-29,0.0167,14172942,LOMA
Dynamo Internacional Gestao De Recursos Ltda.,1605030,2021-09-29,0.013500000000000002,11443863,LOMA
Truxt Investmentos Ltda,1197205,2021-12-30,0.01,7985357,LOMA
Capital International Ltd /ca/,1156356,2021-09-29,0.0097,8244818,LOMA
Autonomy Capital (Jersey) L.P.,848014,2021-09-29,0.0070999999999999995,6046339,LOMA
Blackrock Inc.,769321,2021-09-29,0.006500000000000001,5485258,LOMA
VR Advisory Services Ltd,502295,2021-09-29,0.0042,3581363,LOMA
Morgan Stanley,444892,2021-09-29,0.0037,3172079,LOMA
