Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",15941021,2021-09-29,0.1369,1055455000,KRC
Blackrock Inc.,12727372,2021-09-29,0.1093,842679300,KRC
Norges Bank Investment Management,9057009,2020-12-30,0.07780000000000001,519872316,KRC
Apg Asset Management Us Inc.,6318700,2021-09-29,0.054299999999999994,418361127,KRC
"Principal Financial Group, Inc.",6273749,2021-09-29,0.053899999999999997,415384921,KRC
Resolution Capital Ltd,6128706,2021-09-29,0.0526,405781624,KRC
State Street Corporation,4994397,2021-09-29,0.0429,330679025,KRC
Canada Pension Plan Investment Board,3137701,2021-09-29,0.0269,207747183,KRC
CenterSquare Investment Management LLC,2377846,2021-09-29,0.0204,157437183,KRC
JP Morgan Chase & Company,2226030,2021-09-29,0.0191,147385446,KRC
