Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James Financial Services Advisors, Inc.",244130,2021-09-29,0.0336,5859120,CTR
Oxbow Advisors,141651,2021-09-29,0.0195,3399624,CTR
"Advisors Asset Management, Inc.",119625,2021-09-29,0.0165,2871000,CTR
"Cornerstone Advisors, LLC",112219,2021-09-29,0.0154,2693256,CTR
Morgan Stanley,104959,2021-09-29,0.014499999999999999,2519016,CTR
SIT Investment Associates Inc,86414,2021-09-29,0.011899999999999999,2073936,CTR
Stifel Financial Corporation,77735,2021-09-29,0.010700000000000001,1865640,CTR
Quantedge Capital Pte Ltd,76251,2021-09-29,0.0105,1830024,CTR
"Private Advisor Group, LLC",58854,2021-09-29,0.008100000000000001,1412496,CTR
"Guggenheim Capital, LLC",56291,2021-09-29,0.0077,1350984,CTR
