Holder,Shares,Date Reported,% Out,Value,ABV
Helikon Investments Ltd,10785609,2021-09-29,0.0661,60722978,CAAP
"Goldman Sachs Group, Inc.",2690974,2021-09-29,0.0165,15150183,CAAP
RWC Asset Management LLP,717437,2021-09-29,0.0044,4039170,CAAP
ABRDN PLC,467400,2021-09-29,0.0029,2631462,CAAP
River & Mercantile Asset Management LLP,439477,2021-09-29,0.0027,2474255,CAAP
"Bank Julius Baer & Co. Ltd, Zurich",404691,2021-09-29,0.0025,2278410,CAAP
RWC Asset Advisors (US) LLC,266076,2021-09-29,0.0016,1498007,CAAP
Connor Clark & Lunn Investment Management Ltd,217806,2021-09-29,0.0013,1226247,CAAP
BW Gestao de Investimentos Ltda.,198178,2021-09-29,0.0012,1115742,CAAP
Parametric Portfolio Associates,151231,2021-09-29,0.0009,851430,CAAP
