Holder,Shares,Date Reported,% Out,Value,ABV
"M3F, Inc.",1174896,2021-09-29,0.0803,12113177,BSBK
"Vanguard Group, Inc. (The)",163851,2021-09-29,0.011200000000000002,1689303,BSBK
"AllianceBernstein, L.P.",145136,2021-09-29,0.009899999999999999,1496352,BSBK
Millennium Management LLC,41255,2021-09-29,0.0028000000000000004,425339,BSBK
"Renaissance Technologies, LLC",40600,2021-09-29,0.0028000000000000004,418586,BSBK
"Goldman Sachs Group, Inc.",28892,2021-09-29,0.002,297876,BSBK
"Ergoteles, LLC",19702,2021-09-29,0.0013,203127,BSBK
"Beese, Fulmer Investment Management, Inc.",19550,2021-09-29,0.0013,201560,BSBK
"Geode Capital Management, LLC",15960,2021-09-29,0.0011,164547,BSBK
"Susquehanna Fundamental Investments, LLC",15200,2021-09-29,0.001,156712,BSBK
