Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",45695971,2021-09-29,0.0892,13406283971,LIN
Blackrock Inc.,24310993,2021-12-30,0.047400000000000005,8422057304,LIN
State Street Corporation,20342885,2021-09-29,0.0397,5968195601,LIN
Capital Research Global Investors,13162869,2021-09-29,0.025699999999999997,3861722507,LIN
Massachusetts Financial Services Co.,12042323,2021-12-30,0.0235,4171821956,LIN
Price (T.Rowe) Associates Inc,11643322,2021-09-29,0.0227,3415917808,LIN
"FMR, LLC",10637354,2021-09-29,0.0208,3120786916,LIN
Norges Bank Investment Management,10339292,2020-12-30,0.0202,2724506834,LIN
Deutsche Bank Aktiengesellschaft,8670768,2021-12-30,0.0169,3003814158,LIN
"Dz Bank Ag Deutsche Zentral Genossenschafts Bank, Frankfurt Am Main",8510782,2021-09-29,0.0166,2496893223,LIN
