Holder,Shares,Date Reported,% Out,Value,ABV
Wasatch Advisors Inc,4012342,2021-09-29,0.1026,633227814,CYBR
Blackrock Inc.,1739560,2021-09-29,0.044500000000000005,274537359,CYBR
"Franklin Resources, Inc.",1629731,2021-09-29,0.0417,257204146,CYBR
"FMR, LLC",1397601,2021-09-29,0.0358,220569389,CYBR
JP Morgan Chase & Company,1392765,2021-09-29,0.0356,219806172,CYBR
Pictet Asset Management SA,1170354,2021-09-29,0.029900000000000003,184705268,CYBR
"Rgm Capital, Llc",1163469,2021-09-29,0.0298,183618677,CYBR
Legal & General Group PLC,997358,2021-09-29,0.0255,157403039,CYBR
"Wellington Management Group, LLP",993920,2021-09-29,0.0254,156860454,CYBR
First Trust Advisors Lp,946107,2021-09-29,0.0242,149314606,CYBR
