Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",8626412,2021-09-29,0.0864,243609874,LC
"Jackson Square Partners, Llc",8021089,2021-09-29,0.0803,226515553,LC
Blackrock Inc.,7158840,2021-09-29,0.0717,202165641,LC
"Nikko Asset Management Americas, Inc.",3754167,2021-09-29,0.037599999999999995,106017676,LC
"Sumitomo Mitsui Trust Holdings, Inc.",3754167,2021-09-29,0.037599999999999995,106017676,LC
"FMR, LLC",3012583,2021-09-29,0.0302,85075343,LC
"ARK Investment Management, LLC",2888278,2021-09-29,0.028900000000000002,81564970,LC
State Street Corporation,2468690,2021-09-29,0.024700000000000003,69715805,LC
Morgan Stanley,2381052,2021-09-29,0.023799999999999998,67240908,LC
Dimensional Fund Advisors LP,2065093,2021-09-29,0.0207,58318226,LC
