Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,20959599,2021-09-29,0.2822,860391538,YOU
"General Atlantic, L.P.",9285013,2021-09-29,0.125,381149783,YOU
Durable Capital Partners LP,8566942,2021-09-29,0.11539999999999999,351672969,YOU
Morgan Stanley,1115568,2021-09-29,0.015,45794066,YOU
Baillie Gifford and Company,1000000,2021-09-29,0.013500000000000002,41050000,YOU
Capital World Investors,982666,2021-09-29,0.0132,40338439,YOU
Allen Operations LLC,979160,2021-09-29,0.0132,40194518,YOU
"Vanguard Group, Inc. (The)",969022,2021-09-29,0.013000000000000001,39778353,YOU
"FMR, LLC",933116,2021-09-29,0.0126,38304411,YOU
Honeycomb Asset Management LP,750000,2021-09-29,0.0101,30787500,YOU
