Holder,Shares,Date Reported,% Out,Value,ABV
"McGowan Group Asset Management, Inc.",3090563,2021-09-29,0.0358,37921208,AWF
Morgan Stanley,2963489,2021-09-29,0.0344,36362010,AWF
Parametric Portfolio Associates,2782536,2021-09-29,0.0323,34141716,AWF
Bank of America Corporation,1703502,2021-09-29,0.019799999999999998,20901969,AWF
Invesco Ltd.,1203318,2021-09-29,0.013999999999999999,14764711,AWF
Royal Bank of Canada,1028415,2021-09-29,0.011899999999999999,12618652,AWF
Penserra Capital Management LLC,1005667,2021-09-29,0.011699999999999999,12339534,AWF
"Rivernorth Capital Management, Llc",751527,2021-09-29,0.0087,9221236,AWF
LPL Financial LLC,594391,2021-09-29,0.0069,7293177,AWF
Wells Fargo & Company,455433,2021-09-29,0.0053,5588162,AWF
