Holder,Shares,Date Reported,% Out,Value,ABV
"Tpg Group Holdings (sbs) Advisors, Inc.",54699513,2021-09-29,0.7473000000000001,459475909,CNVY
"Valeo Financial Advisors, LLC",2234089,2021-09-29,0.0305,18766347,CNVY
"Sectoral Asset Management, Inc.",1739870,2021-09-29,0.023799999999999998,14614908,CNVY
"Pura Vida Investments, LLC",1429946,2021-09-29,0.0195,12011546,CNVY
Orbimed Advisors LLC.,1000000,2021-09-29,0.0137,8400000,CNVY
"Prosight Management, LP",738012,2021-09-29,0.0101,6199300,CNVY
"Vanguard Group, Inc. (The)",721014,2021-09-29,0.009899999999999999,6056517,CNVY
Citadel Advisors LLC,624661,2021-09-29,0.0085,5247152,CNVY
"Point72 Asset Management, L.P.",602188,2021-09-29,0.008199999999999999,5058379,CNVY
Blackrock Inc.,581597,2021-09-29,0.0079,4885414,CNVY
