Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",8637078,2021-09-29,0.1373,1034462832,DKS
Blackrock Inc.,5461004,2021-09-29,0.0868,654064449,DKS
"Vanguard Group, Inc. (The)",5428987,2021-09-29,0.0863,650229772,DKS
"Atreides Management, LP",3228112,2021-09-29,0.0513,386630974,DKS
Lsv Asset Management,2466156,2021-09-29,0.0392,295371504,DKS
"Goldman Sachs Group, Inc.",2318344,2021-09-29,0.0369,277668060,DKS
Dimensional Fund Advisors LP,2171797,2021-09-29,0.0345,260116126,DKS
State Street Corporation,1705947,2021-09-29,0.0271,204321272,DKS
"Arrowstreet Capital, Limited Partnership",1554136,2021-09-29,0.024700000000000003,186138868,DKS
"Gilder, Gagnon, Howe & Co.",1445984,2021-09-29,0.023,173185503,DKS
