Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7521587,2021-09-29,0.0986,142233210,EB
"Vanguard Group, Inc. (The)",7078922,2021-09-29,0.0928,133862415,EB
Portsea Asset Management LLP,6024358,2021-09-29,0.079,113920609,EB
Invesco Ltd.,4877990,2021-09-29,0.0639,92242790,EB
Massachusetts Financial Services Co.,4705585,2021-09-29,0.0617,88982612,EB
JP Morgan Chase & Company,4369011,2021-09-29,0.057300000000000004,82617998,EB
Marathon Asset Management LLP,3041526,2021-09-29,0.039900000000000005,57515256,EB
Bank Of New York Mellon Corporation,3007089,2021-09-29,0.0394,56864052,EB
"Broad Bay Capital Management, LP",2600000,2021-09-29,0.0341,49166000,EB
Lord Abbett & Co,2358943,2021-09-29,0.030899999999999997,44607612,EB
