Holder,Shares,Date Reported,% Out,Value,ABV
Sculptor Capital Lp,2286879,2021-12-30,0.0663,22731577,SCLE
Weiss Asset Management LP,2000225,2021-12-30,0.057999999999999996,19882236,SCLE
Marshall Wace LLP,1570668,2021-12-30,0.0455,15612439,SCLE
Periscope Capital Inc.,1110138,2021-12-30,0.0322,11034771,SCLE
"First Pacific Advisors, LP",1009809,2021-12-30,0.029300000000000003,10037501,SCLE
Hbk Investments L P,854030,2021-12-30,0.0248,8489058,SCLE
Glazer Capital LLC,767859,2021-12-30,0.0223,7632518,SCLE
"Moore Capital Management, LP",750000,2021-12-30,0.0217,7455000,SCLE
Spring Creek Capital LLC,750000,2021-12-30,0.0217,7455000,SCLE
Citadel Advisors LLC,732433,2021-12-30,0.0212,7280384,SCLE
