Holder,Shares,Date Reported,% Out,Value,ABV
Weiss Asset Management LP,2233912,2021-09-29,0.0537,22026372,PIII
Millennium Management LLC,1404010,2021-09-29,0.0338,13843538,PIII
"Alyeska Investment Group, L.P.",1166329,2021-09-29,0.0281,11500003,PIII
Magnetar Financial LLC,1058081,2021-09-29,0.0254,10432678,PIII
Sculptor Capital Lp,950000,2021-09-29,0.022799999999999997,9367000,PIII
Periscope Capital Inc.,748600,2021-09-29,0.018000000000000002,7381196,PIII
Omni Partners US LLC,662939,2021-09-29,0.0159,6536578,PIII
Beryl Capital Management LLC,633844,2021-09-29,0.0152,6249701,PIII
Hudson Bay Capital Management Lp,633054,2021-09-29,0.0152,6241912,PIII
Bank of America Corporation,602356,2021-09-29,0.014499999999999999,5939230,PIII
