Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,1563870,2021-09-29,0.1747,42803121,BEEM
Blackrock Inc.,539210,2021-09-29,0.0603,14758177,BEEM
"Vanguard Group, Inc. (The)",398833,2021-09-29,0.0446,10916059,BEEM
State Street Corporation,303666,2021-09-29,0.0339,8311338,BEEM
"Geode Capital Management, LLC",161712,2021-09-29,0.0181,4426057,BEEM
Nicola Wealth Management Ltd.,126500,2021-09-29,0.0141,3462305,BEEM
Northern Trust Corporation,80994,2021-09-29,0.0091,2216805,BEEM
Essex Investment Management Co Inc,79436,2021-09-29,0.0089,2174163,BEEM
Alps Advisors Inc.,75856,2021-09-29,0.0085,2076178,BEEM
"Voloridge Investment Management, LLC",71242,2021-09-29,0.008,1949893,BEEM
