Holder,Shares,Date Reported,% Out,Value,ABV
Coatue Management Llc,7147939,2021-09-29,0.10279999999999999,426374561,CFLT
Durable Capital Partners LP,6005057,2021-09-29,0.0864,358201650,CFLT
"Gilder, Gagnon, Howe & Co.",5472608,2021-09-29,0.0787,326441067,CFLT
JP Morgan Chase & Company,4785802,2021-09-29,0.0688,285473089,CFLT
"FMR, LLC",4136588,2021-09-29,0.059500000000000004,246747474,CFLT
"SCGE Management, LP",2818504,2021-09-29,0.0405,168123763,CFLT
Alkeon Capital Management LLC,2817421,2021-09-29,0.0405,168059162,CFLT
"Vanguard Group, Inc. (The)",2321032,2021-09-29,0.0334,138449558,CFLT
Price (T.Rowe) Associates Inc,1919145,2021-09-29,0.0276,114476999,CFLT
"Altimeter Capital Management, LP",1725000,2021-09-29,0.0248,102896250,CFLT
