Holder,Shares,Date Reported,% Out,Value,ABV
Wells Fargo & Company,1084823,2021-09-29,0.0562,3287013,CIF
LPL Financial LLC,494081,2021-09-29,0.0256,1497065,CIF
Mid Atlantic Financial Management Inc.,121100,2021-09-29,0.0063,366933,CIF
UBS Group AG,71044,2021-09-29,0.0037,215263,CIF
"Advisor Group, Inc.",55036,2021-09-29,0.0028000000000000004,166759,CIF
Morgan Stanley,35450,2021-09-29,0.0018,107413,CIF
Bank of America Corporation,28628,2021-09-29,0.0015,86742,CIF
"Commonwealth Equity Services, LLC",22558,2021-09-29,0.0012,68350,CIF
"SeaCrest Wealth Management, LLC",19274,2021-09-29,0.001,58400,CIF
"Sheaff Brock Investment Advisors, LLC",17480,2021-09-29,0.0009,52964,CIF
