Holder,Shares,Date Reported,% Out,Value,ABV
City of London Investment Management Co. Limited,1632573,2021-09-29,0.2526,47132382,CEE
Lazard Asset Management LLC,1199651,2021-09-29,0.1856,34633924,CEE
Wells Fargo & Company,750618,2021-09-29,0.1161,21670341,CEE
"1607 Capital Partners, LLC",301490,2021-09-29,0.0466,8704016,CEE
Ohio-State Teachers Retirement System,255228,2021-09-29,0.0395,7368432,CEE
"Gabelli Funds, LLC",151964,2021-09-29,0.0235,4387200,CEE
Matisse Capital,32706,2021-09-29,0.0051,944222,CEE
Uncommon Cents Investing LLC,26426,2021-09-29,0.0040999999999999995,762918,CEE
"Wolverine Asset Management, LLC",23498,2021-09-29,0.0036,678387,CEE
Peapack Gladstone Financial Corp.,22000,2021-09-29,0.0034000000000000002,635140,CEE
