Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",5009204,2021-09-29,0.1291,110202488,MRUS
"Federated Hermes, Inc.",2934800,2021-09-29,0.0756,64565600,MRUS
"Baker Brothers Advisors, LLC",2037469,2021-09-29,0.0525,44824318,MRUS
"Boxer Capital, LLC",1900000,2021-09-29,0.049,41800000,MRUS
Medicxi Ventures Management (Jersey) Ltd,1600000,2021-09-29,0.0412,35200000,MRUS
BioImpact Capital LLC,941948,2021-09-29,0.024300000000000002,20722856,MRUS
"Commodore Capital, LP",718136,2021-09-29,0.018500000000000003,15798992,MRUS
"Driehaus Capital Management, LLC",669377,2021-09-29,0.0172,14726294,MRUS
Millennium Management LLC,556523,2021-09-29,0.0143,12243506,MRUS
Avoro Capital Advisors LLC,450000,2021-09-29,0.0116,9900000,MRUS
