Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2311780,2021-09-29,0.16010000000000002,98389356,ANIK
Kayne Anderson Rudnick Investment Management LLC,1455593,2021-09-29,0.1008,61950038,ANIK
"Ameriprise Financial, Inc.",994957,2021-09-29,0.0689,42345369,ANIK
"Vanguard Group, Inc. (The)",952378,2021-09-29,0.066,40533207,ANIK
Dimensional Fund Advisors LP,861933,2021-09-29,0.059699999999999996,36683868,ANIK
State Street Corporation,811374,2021-09-29,0.0562,34532077,ANIK
"Renaissance Technologies, LLC",704017,2021-09-29,0.048799999999999996,29962963,ANIK
Morgan Stanley,565846,2021-09-29,0.0392,24082405,ANIK
Janus Henderson Group PLC,463785,2021-09-29,0.0321,19738689,ANIK
Trigran Investments Inc,426593,2021-09-29,0.029500000000000002,18155798,ANIK
