Holder,Shares,Date Reported,% Out,Value,ABV
HRT Financial LLC,153323,2021-09-29,0.0073,200853,DXF
"Renaissance Technologies, LLC",85400,2021-09-29,0.0040999999999999995,111874,DXF
Envestnet Asset Management,38812,2021-09-29,0.0019,50843,DXF
"Mercer Global Advisors, Inc./ADV",35783,2021-09-29,0.0017000000000000001,46875,DXF
Squarepoint Ops LLC,19713,2021-09-29,0.0009,25824,DXF
Morgan Stanley,15766,2021-09-29,0.0008,20653,DXF
UBS Group AG,6594,2021-09-29,0.0003,8638,DXF
