Holder,Shares,Date Reported,% Out,Value,ABV
"HHLR Advisors, LTD",4840000,2021-09-29,0.1159,3079208,CJJD
"Renaissance Technologies, LLC",747538,2021-09-29,0.0179,475583,CJJD
Squarepoint Ops LLC,125668,2021-09-29,0.003,79949,CJJD
HRT Financial LLC,122188,2021-09-29,0.0029,77736,CJJD
Citadel Advisors LLC,55452,2021-09-29,0.0013,35278,CJJD
"Geode Capital Management, LLC",47150,2021-09-29,0.0011,29996,CJJD
Virtu Financial LLC,33199,2021-09-29,0.0008,21121,CJJD
UBS Group AG,13442,2021-09-29,0.0003,8551,CJJD
Sabal Trust Company,12400,2021-09-29,0.0003,7888,CJJD
"Two Sigma Advisers, LP",10900,2021-09-29,0.0003,6934,CJJD
