Holder,Shares,Date Reported,% Out,Value,ABV
Royce & Associates LP,1010800,2021-09-29,0.1494,31213504,FLXS
Dimensional Fund Advisors LP,533618,2021-09-29,0.0789,16478123,FLXS
Blackrock Inc.,448882,2021-09-29,0.0663,13861476,FLXS
"Vanguard Group, Inc. (The)",311050,2021-09-29,0.046,9605224,FLXS
Ophir Asset Management Pty Ltd,235695,2021-09-29,0.0348,7278261,FLXS
"Renaissance Technologies, LLC",217793,2021-09-29,0.0322,6725447,FLXS
"Geode Capital Management, LLC",148519,2021-09-29,0.022000000000000002,4586266,FLXS
"MidWestOne Financial Group, Inc.",114894,2021-09-29,0.017,3547926,FLXS
"Punch & Associates Investment Management, Inc.",111300,2021-09-29,0.0165,3436944,FLXS
"Uniplan Investment Counsel, Inc.",104729,2021-09-29,0.0155,3234031,FLXS
