Holder,Shares,Date Reported,% Out,Value,ABV
Dodge & Cox Inc,34367732,2021-09-29,0.1024,186960462,MFGP
Optiver Holding B.v.,1655362,2021-09-29,0.0049,9005169,MFGP
"22NW, LP",1396928,2021-09-29,0.0042,7599288,MFGP
"VIEX Capital Advisors, LLC",1062515,2021-09-29,0.0032,5780081,MFGP
"Vanguard Group, Inc. (The)",903578,2021-09-29,0.0027,4915464,MFGP
"Two Sigma Advisers, LP",620063,2021-09-29,0.0018,3373142,MFGP
Bank of Montreal/Can/,552026,2021-09-29,0.0016,3003021,MFGP
"Jane Street Group, LLC",503494,2021-09-29,0.0015,2739007,MFGP
"Goldman Sachs Group, Inc.",423965,2021-09-29,0.0013,2306369,MFGP
JP Morgan Chase & Company,418155,2021-09-29,0.0012,2274763,MFGP
