Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,445286,2021-09-29,0.0373,12067250,TYG
"Rivernorth Capital Management, Llc",390014,2021-09-29,0.0327,10569379,TYG
Matisse Capital,264700,2021-09-29,0.0222,7173370,TYG
Bank of America Corporation,212769,2021-09-29,0.0178,5766039,TYG
Quantedge Capital Pte Ltd,190771,2021-09-29,0.016,5169894,TYG
"Arete Wealth Advisors, LLC",178126,2021-09-29,0.0149,4827214,TYG
Wells Fargo & Company,159692,2021-09-29,0.0134,4327653,TYG
"Aristides Capital, LLC",148904,2021-09-29,0.0125,4035298,TYG
American Financial Group Inc.,139244,2021-09-29,0.011699999999999999,3773512,TYG
"Wolverine Asset Management, LLC",126096,2021-09-29,0.0106,3417201,TYG
